,SMD01,SMD02,SMD03,SMD04,SMD05,SMD06,SMD07,SMD08,SMD09,SMD10,SMD11,SMD12,SMD13,SMD14,SMD15,SMD16,SMD17,SMD18
1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,0.958566395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826381068,NA,NA,NA,NA
1797,0.671774385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719440545,NA,NA,NA,NA
1798,0.79960108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740315998,NA,NA,NA,NA
1799,0.641861521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788458649,NA,NA,NA,NA
1800,0.582726432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41099648,NA,NA,NA,NA
1801,0.966467909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726003695,NA,NA,NA,NA
1802,0.902563322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652016803,NA,NA,NA,NA
1803,0.956020096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34537866,NA,NA,NA,NA
1804,1.018401234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.056099333,NA,NA,NA,NA
1805,1.084187326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824408096,NA,NA,NA,NA
1806,1.274981171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940656273,NA,NA,NA,NA
1807,0.81980117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694851236,NA,NA,NA,NA
1808,0.926017365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887180416,NA,NA,NA,NA
1809,1.172550112,1.076123164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.311088029,NA,NA,NA,NA
1810,0.974399578,0.816445376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.031137483,NA,NA,NA,NA
1811,1.062218237,0.909225565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.461021791,NA,NA,NA,NA
1812,0.770776872,0.720593761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843555406,NA,NA,NA,NA
1813,0.89623396,0.885677019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054089055,NA,NA,NA,NA
1814,1.813206511,1.057833137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789575939,NA,NA,NA,NA
1815,1.220428554,0.796225516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.133840458,NA,NA,NA,NA
1816,1.361968807,1.094036878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.413366071,NA,NA,NA,NA
1817,1.047933348,0.699715298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954122569,NA,NA,NA,NA
1818,1.129830855,1.295945132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.431396147,NA,NA,NA,NA
1819,1.365228844,1.457127508,NA,0.936354521,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.138565744,NA,NA,NA,NA
1820,1.24309928,1.227508888,NA,0.79999601,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.194644033,NA,NA,NA,NA
1821,1.184450274,1.588782164,NA,1.171584018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875604041,NA,NA,NA,NA
1822,1.924536801,1.625192883,NA,1.157195034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.140896685,NA,NA,NA,NA
1823,1.010235872,1.4282642,NA,1.350388709,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948828709,NA,NA,NA,NA
1824,0.641935792,0.742370089,NA,0.75643599,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633486756,NA,NA,NA,NA
1825,1.731650997,1.112553326,NA,1.597498324,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904669838,NA,NA,NA,NA
1826,1.18952581,1.450722395,NA,1.363934087,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.205120775,NA,NA,NA,NA
1827,0.703455224,0.807646602,NA,0.814561608,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.198542901,NA,NA,NA,NA
1828,0.870366006,0.708137958,NA,0.952862597,NA,NA,NA,NA,0.184751617,NA,NA,NA,NA,1.151071889,NA,NA,NA,NA
1829,0.974365185,0.540597009,NA,1.014709648,NA,NA,NA,NA,0.383774571,NA,NA,NA,NA,0.920984835,NA,NA,NA,NA
1830,0.678753006,0.559475513,NA,1.080958547,NA,NA,NA,0.942077874,0.696265899,NA,NA,NA,NA,0.779664125,NA,NA,NA,NA
1831,0.466181695,0.434277463,NA,0.687266524,NA,NA,NA,0.865672868,0.592979007,NA,NA,0.787951819,NA,0.798022878,NA,NA,NA,NA
1832,0.792473243,0.511215636,NA,0.863002608,NA,1.310179489,NA,1.100143197,0.728370603,NA,NA,0.674935638,NA,0.90544304,NA,NA,NA,NA
1833,1.120768866,1.076173517,NA,0.90809075,NA,1.93862081,NA,1.567300577,1.472158013,NA,NA,1.19777367,NA,1.789799221,NA,NA,NA,NA
1834,0.755310687,0.80126482,NA,0.823880676,NA,1.565096166,NA,1.540055338,1.3097134,NA,NA,1.215521252,NA,1.472365094,NA,NA,NA,NA
1835,0.970244673,0.916212751,NA,0.738488169,NA,1.074589115,NA,0.92411628,0.948445185,NA,NA,1.00232748,NA,1.07681981,NA,NA,NA,NA
1836,0.598410595,0.703867259,NA,0.757929323,NA,1.032257101,NA,1.013073742,1.198901643,NA,1.476070723,0.71056057,NA,1.043589374,NA,NA,NA,NA
1837,0.836076719,1.126367019,NA,1.343892145,NA,1.450607954,NA,1.454429244,1.240169576,NA,1.475946066,0.998596621,NA,1.207780628,NA,NA,NA,NA
1838,1.231034173,1.650216039,NA,1.5169473,NA,1.557132454,1.103334257,1.678570201,1.479013518,NA,1.681198296,1.413359402,NA,1.307215403,NA,NA,NA,NA
1839,1.79050073,2.094667525,NA,1.525425718,NA,1.450487054,1.141786168,1.556019863,1.450208205,NA,1.743557573,1.48808999,NA,1.523708263,NA,NA,NA,NA
1840,0.98706768,1.038049462,NA,0.901425121,NA,0.928276321,0.97631164,0.889740532,1.163775298,NA,1.669677093,0.881876058,NA,1.008370707,NA,NA,NA,NA
1841,1.191802231,1.30921853,NA,1.024261917,NA,0.92280086,0.890653009,0.907020073,1.156420898,NA,1.458713741,0.751237989,NA,1.167090996,NA,NA,NA,NA
1842,0.664680618,0.605821786,NA,0.542370982,NA,0.296452355,0.709390707,0.378214834,0.598154213,NA,0.965619527,0.725369501,NA,0.707208398,NA,NA,NA,NA
1843,0.564151656,0.60726609,NA,0.844573323,NA,0.424030852,0.966556619,0.41089112,1.087915777,NA,1.197027925,0.848132009,NA,0.560117228,NA,NA,NA,NA
1844,0.631185639,0.680543626,NA,0.643164546,NA,0.196179343,0.726610203,0.279419094,0.668442716,NA,0.152215567,0.349922246,NA,0.611816207,NA,NA,NA,NA
1845,1.064286211,1.038956013,NA,0.76664804,NA,0.451783805,0.934190109,0.456405706,0.879512407,NA,0.559819193,0.704594491,NA,0.923979512,NA,NA,NA,NA
1846,1.31136097,1.505608661,NA,1.020676938,NA,1.115040068,1.145216113,1.354937825,1.475736736,NA,0.71283708,1.138509254,NA,1.164298093,NA,NA,NA,NA
1847,0.84106611,0.770149928,NA,0.562714646,NA,0.866134323,1.004683768,0.725476505,0.915389462,NA,0.671192829,0.799516112,NA,0.952854049,NA,NA,NA,NA
1848,0.839527856,0.919281433,NA,0.871473166,NA,1.004993983,0.963693722,0.792973943,0.911701385,NA,0.739748666,0.882518638,NA,0.755414536,NA,NA,NA,NA
1849,0.691487559,0.573589889,NA,0.656531415,NA,0.656118245,0.969008688,0.574411494,0.840798542,NA,0.743202517,0.806637402,NA,0.671912983,NA,NA,NA,NA
1850,0.679851884,0.619841663,1.13814369,0.833157591,NA,0.861692778,1.243974349,0.855029237,0.920074067,NA,0.833295683,0.995555418,NA,0.850439951,NA,NA,NA,NA
1851,0.704821301,0.839389023,0.979660784,0.851613665,NA,0.891283476,1.177216704,0.732378326,0.982284159,NA,0.835373875,1.163199563,NA,0.861845308,NA,NA,NA,NA
1852,0.636459238,0.807349971,0.856329581,0.989059774,NA,0.957222795,1.118367698,0.809935642,1.063189333,NA,1.009663851,1.192991933,NA,0.744324683,NA,NA,NA,NA
1853,0.833747916,1.117339574,1.037997114,1.082972286,NA,1.057064802,1.113259519,0.943569399,1.139705727,NA,0.677033191,1.192217313,NA,1.085046165,NA,NA,NA,NA
1854,0.85153469,1.081031188,0.966736012,0.874086891,NA,0.869478469,0.963839153,1.0878636,1.001559079,NA,0.607515808,0.998327154,NA,0.905423423,NA,NA,NA,NA
1855,0.741085193,0.750095039,0.949807817,0.921981965,NA,0.65700354,0.793103155,0.813220611,1.042712835,NA,0.702508128,0.826364652,NA,0.718314717,NA,NA,NA,NA
1856,1.132401729,1.192821055,1.273483906,1.137911484,NA,0.832682668,1.044495842,1.715031599,1.15309261,NA,1.381357477,1.160783073,NA,1.190215444,NA,NA,NA,NA
1857,1.392668485,1.197502822,1.098530228,1.411384661,NA,0.891850907,1.038685125,1.006338593,1.074681115,0.565465299,1.056433661,1.306616244,NA,1.210180206,NA,NA,NA,NA
1858,1.333356631,1.243381809,1.324518777,1.431382318,NA,1.057398063,1.316511304,1.227274838,1.206750436,0.845335054,1.333652076,1.38177809,NA,1.404395482,NA,NA,NA,NA
1859,1.22782306,1.183108635,0.944999309,1.210915095,NA,0.903216764,1.168496594,0.770179811,0.959000774,0.675080894,1.191882168,1.273819744,NA,1.082321757,NA,NA,NA,NA
1860,1.225560312,1.234823223,1.225476509,1.175300917,1.365241715,1.120893075,1.163882753,1.22140586,1.271062494,0.916467407,1.354320741,1.17655657,NA,1.169053237,NA,NA,NA,NA
1861,1.737713486,1.695249302,1.307336398,1.213575279,1.553857481,1.471612757,1.35624674,1.607072448,1.169265169,0.954800991,1.523415311,1.369378587,NA,1.786147383,NA,NA,NA,NA
1862,1.112248404,1.108298209,0.937231694,1.087398064,0.956454737,1.095040454,1.250679562,1.145189316,1.002571459,1.042557911,1.230769183,1.123236586,NA,1.168892967,NA,NA,NA,NA
1863,0.931930679,1.157869646,0.815631841,1.130584422,0.829116906,0.893089333,1.156345731,0.585365107,0.837318191,0.702370724,1.022135903,1.225593689,NA,0.95675025,NA,NA,NA,NA
1864,0.933215047,1.372154809,1.077549531,1.206326338,1.220160147,1.188014448,1.178560475,0.978360528,1.037440611,1.020735558,1.268682539,1.272658684,NA,1.110190649,NA,NA,NA,NA
1865,1.267838835,1.081912636,0.835382602,0.802121656,1.047537396,0.787358288,0.965065049,0.606356928,0.905880811,0.817848568,1.216084078,1.069543945,NA,0.713526068,NA,NA,NA,NA
1866,0.882350738,1.179453205,1.107036577,1.140718661,1.224045911,1.117805218,1.310811407,0.969896834,1.085230226,1.553855956,1.310039512,1.210597149,NA,0.820246252,NA,NA,NA,NA
