,SMD01,SMD02,SMD03,SMD04,SMD05,SMD06,SMD07,SMD08,SMD09,SMD10,SMD11,SMD12,SMD13,SMD14,SMD15,SMD16,SMD17,SMD18
1944,1.478020134,1.351905045,1.073297388,1.214257103,1.111482972,1.10408485,1.032778995,0.88190396,1.074750855,0.974142255,0.834771735,1.091817147,1.116332668,1.106796301,0.954643294,1.223172912,1.145906589,1.03263713
1945,1.221494235,1.123910098,0.791099498,1.155498809,0.935581385,0.941286622,0.860749419,0.776571779,0.978230559,0.95203003,0.555799362,0.981050186,0.968937913,0.926559495,0.942181142,0.899530231,1.013989983,1.145585411
1946,0.800390369,0.758031669,0.794222333,0.732703676,0.819684982,0.759120584,0.739951975,0.724258909,0.798116525,0.67018666,0.474061839,0.680820558,0.76153759,0.697074946,0.819089145,0.700228711,0.666453126,0.831334246
1947,0.687311261,0.399812458,0.684147516,0.610943746,0.660446787,0.598353358,0.586700181,0.637574962,0.647991568,0.77120834,0.399207125,0.551413149,0.792176044,0.65512973,0.67723899,0.70173367,0.553927452,0.700839661
1948,0.967044227,0.692247888,1.174993917,1.245483977,1.165705707,0.947003309,0.909635763,0.924428405,1.037150378,1.122345763,0.592750268,0.832192967,1.561608093,1.164880635,1.357008124,1.077965868,1.507885896,1.532522295
1949,1.182874744,0.950579169,1.301515904,1.257295044,1.33518926,0.991477504,0.996241682,1.095271525,1.015702388,1.373500193,0.757867422,0.808198986,1.077100914,1.031270224,1.042049352,1.293597093,1.340436639,1.170172954
1950,1.289042423,1.185421348,1.451451138,1.206558081,1.595062988,1.165357004,0.992763373,1.572049002,1.346183798,1.234315775,1.077757019,0.808381854,0.991360288,1.088677908,1.185179857,1.289319656,1.675286309,1.24597398
1951,1.052516452,1.093200226,1.436491118,0.92704696,1.31199551,1.11189057,0.851553063,1.031515147,1.028521193,0.98135298,0.917099812,0.598160811,0.80330825,0.935887538,0.951403432,1.102896186,1.091040997,1.061201531
1952,1.270530964,1.415057679,1.611490077,1.21822219,1.599633111,1.393309124,1.145981468,1.677715335,1.317874421,1.549481964,1.109651562,0.796832256,1.066722537,1.086706701,1.124992217,1.484207414,1.509299031,1.164648666
1953,1.003739196,1.05602077,1.402496086,1.088793655,1.570312816,1.240464373,1.238132912,1.604307891,1.278828363,1.023860465,0.805222088,0.910522736,1.097570778,1.495803386,1.154590509,1.373265006,1.549437167,1.010135729
1954,0.909148314,0.980415031,0.918658102,1.089273559,0.977882997,0.914654145,0.839911675,0.991931335,1.069099197,0.906901523,0.700020995,0.638383153,0.899626548,0.886542248,1.051355376,1.069477645,1.148261713,0.79979212
1955,1.24070499,1.157292752,1.404356614,1.360081529,1.354166559,1.045893107,1.027838634,1.303068739,1.29483225,0.990927635,0.784485522,0.823361579,1.226555764,1.142544545,1.301443654,1.714433947,1.267970508,1.053716035
1956,1.185044484,1.255304288,1.450345468,1.410426444,1.28530268,1.06814971,0.970182049,1.331138218,1.224114238,0.699621903,0.736231828,0.83566801,1.153473401,0.943518531,1.004088194,1.480927284,1.027993992,0.970365163
1957,1.420028347,1.807876,1.492401809,1.905579448,1.533528603,1.179512157,1.471528946,1.498873533,1.612840308,1.578230193,1.030788127,1.125962428,1.251645021,1.159883739,1.251952865,1.932968194,1.478164909,1.128383099
1958,1.168405687,1.361600522,1.51004341,1.713704975,1.24269619,1.272241192,1.503383508,2.012463665,1.566368379,1.300556596,1.00886934,0.963398732,1.245779947,1.378248496,1.216228759,1.858617316,1.256154473,1.130431129
1959,1.013495556,1.188554318,1.071099276,1.230635072,0.984613676,1.138881747,1.190807085,1.539356279,1.307546796,1.553366673,0.834302053,0.814130264,0.860549771,1.219022541,1.045473303,1.208072362,1.199587673,1.063812304
1960,0.873786459,1.196346701,0.893069441,0.793857783,0.72565464,0.674291572,0.938818089,1.021219881,1.05808287,1.246043879,0.946361116,1.131746515,0.682807677,1.22940348,0.664836726,1.213016069,0.946010958,0.991026362
1961,0.837854642,0.883606403,0.745866235,0.724713936,0.815844164,0.685885789,1.052051968,0.905441937,0.813960647,0.946784213,1.102511635,0.910486822,0.57444656,0.975325657,0.825780153,0.752678785,0.801236065,0.771821004
1962,0.840417848,0.724329388,0.701481254,0.531382553,0.5678437,0.577438522,0.687771344,0.70832348,0.747282967,1.020242447,1.718722004,1.229999531,0.448003124,0.832598126,0.668819633,0.724530493,0.858316592,0.805835393
1963,0.871222832,1.045844823,0.954302017,0.864677729,0.874893279,0.809582526,0.836554751,0.761698681,1.059587343,1.34597089,1.912278089,1.517026593,0.517971758,1.12949019,0.821063983,0.967512133,1.067720195,1.002027109
1964,0.865286364,0.951083064,0.809483481,0.759800106,0.846966455,0.635239695,0.633221088,0.578705191,0.894977781,1.440906253,1.683574552,1.343252637,0.361288464,0.94800708,0.835950042,0.908070714,0.901795354,0.925625889
1965,0.897010455,0.91873482,0.977527093,1.011151683,1.012861229,0.97620025,1.187438003,0.826603053,1.197856499,1.233865422,2.047873994,1.668090036,0.427418428,0.987455124,0.862690327,0.816823275,0.975704539,0.751301199
1966,0.633339745,0.797321971,0.822191898,0.946654181,1.108075533,0.86706854,1.224854804,0.669369919,1.074306809,0.773035663,1.831924831,1.669805178,0.377688148,0.784356967,0.849397943,0.530494325,0.871006438,0.640252452
1967,0.936460749,0.95412523,1.019433696,1.316373645,1.138195914,1.151720973,1.442352949,1.088520652,1.340233142,1.128301953,1.718590496,1.735381242,0.719818906,1.096935964,1.186782707,1.060023778,1.121213993,0.884376076
1968,0.501498584,0.756576417,0.955504364,0.777780436,0.900910791,1.03710727,1.320993442,1.178571661,0.950060477,0.904466398,1.546011443,0.996968779,0.536486581,0.777780157,1.055419138,0.506275641,0.673145835,0.763009473
1969,0.621063505,0.858206993,1.168110152,1.161768758,1.054073057,1.345761885,1.540491503,0.981853667,1.338367377,1.034666065,1.555825232,1.466761497,0.751014015,0.942334599,1.204458345,0.937036072,0.811675036,0.863608745
1970,0.794463147,0.993160951,0.911354367,1.225794442,1.017956479,1.259052151,1.39984209,0.975563321,1.14430723,1.174858316,1.328956103,1.339767312,0.794199279,1.029623229,0.846215677,0.958937615,0.714173368,0.790603035
1971,0.668534982,1.334924469,0.991117853,0.819433583,1.034212208,1.60209759,1.383623763,1.323246642,1.428396268,1.300022275,1.082415518,1.110099605,0.902387568,1.140030294,1.087235362,0.85282875,1.001777222,1.11938606
1972,0.771106713,1.265080636,0.848994216,1.025876633,0.935806583,1.566922809,1.386632784,1.096535309,1.213563828,1.285402312,1.038046159,1.062541704,1.063152745,1.465960022,0.917173612,1.120552133,1.035402478,1.004837324
1973,0.548053113,0.806047064,0.57317862,0.726822261,0.604738154,1.032485179,0.970123871,0.74554852,0.938681604,0.931569651,0.770103465,0.882932557,0.838155029,0.869165777,0.774838563,0.687879891,0.614222155,0.65685674
1974,0.973505561,0.618978092,0.589207824,0.917682913,0.819117011,1.014193724,1.035750091,0.964641332,0.797976026,1.02464762,0.852258891,0.768699476,0.814081832,0.894449262,0.807519785,0.671905926,0.763954661,0.658773384
1975,1.309668438,0.340370018,0.81222382,0.573470237,1.130516697,1.679787068,1.395615899,1.681629723,1.077848673,1.234630679,1.043994288,1.022159999,0.785557708,0.853329128,0.737051783,0.834151433,1.038291334,0.774054835
1976,1.008574465,0.683265395,0.642335488,0.807734413,0.850238122,1.149406622,0.864492663,1.161787799,0.879153397,1.122302181,0.929044638,1.087283292,0.805034092,0.856733806,1.021726203,0.758634021,0.823725823,0.766996871
1977,0.626546421,0.405229088,0.458787196,0.662250577,0.515780186,0.606590361,0.471779182,0.273175918,0.465136636,0.52356784,0.578725377,0.741123327,0.517203417,0.622278771,0.58234656,0.38883764,0.403964579,0.70440038
1978,0.897553096,0.493591753,0.775734865,0.773053381,0.891775058,0.928405569,0.783275029,0.881407427,0.704967577,1.071904728,0.88239791,0.884070093,0.957996417,0.656333377,0.943428446,0.504310729,0.626677062,0.785176151
1979,1.328567452,0.965568911,0.734473073,0.866388255,0.815004291,0.948027197,0.847319347,0.810573171,0.890912149,1.114944287,1.049492604,1.071649369,1.135097308,0.903575036,0.871987677,0.767751967,0.788129709,1.0296501
1980,1.109970298,0.762250864,1.408168615,0.782230727,0.902137604,1.253335704,0.849065134,1.403879905,0.87223658,0.636735641,1.282035392,1.161072296,0.953743649,1.168208806,1.351766914,0.934016371,0.768092297,1.490489245
1981,1.685619683,1.335833494,1.524175073,1.358106629,1.29530639,2.113434983,1.267483858,1.789124056,1.459429171,2.156532696,1.964788072,1.860952052,1.670583071,1.591909259,2.012020667,1.666488286,1.392478287,1.837069035
1982,1.080763324,1.050967507,0.897183863,0.937485709,0.95015506,1.145354074,0.930209367,1.274226098,0.86656751,1.157783119,1.080240607,1.027731006,1.0823869,0.79536717,1.365157467,0.878826859,0.877196198,0.769684144
1983,1.424133253,1.24329291,1.647007188,1.058330836,1.211478428,1.910026076,1.165279121,1.514032066,1.156917083,1.455925195,1.596176528,1.457023346,1.922388366,1.155264006,1.791042647,1.646739013,1.25114607,1.252080431
1984,2.12141656,1.779857116,1.704740374,1.751415905,1.583990987,2.222685955,1.441426669,2.844270045,1.863373185,2.31042512,1.720409797,1.86834804,2.429623984,1.853276548,1.573503599,2.496125815,1.697981311,1.750300158
1985,0.96458969,0.891379501,0.836638309,0.803410892,0.862925927,1.081550525,0.830168316,1.179650103,0.739597517,1.055968066,0.714053985,0.764147972,0.778485891,0.892214728,0.835073807,0.83907878,0.816899713,0.700929191
1986,0.713461792,0.717612498,1.167165542,0.989446599,0.951733651,1.21812507,0.874413491,1.512299217,0.831609391,1.232557517,0.917830943,0.93027657,1.148652076,1.042319821,1.106665711,0.960926369,0.987803147,0.764853749
1987,0.890338231,1.15579925,1.223411309,1.247964911,1.125305276,1.375038146,0.837947624,1.290944232,0.945764396,1.133432207,0.865358904,1.210922191,1.21845095,1.202892002,1.086515481,1.22807928,1.049183698,0.89774429
1988,1.202938617,1.30827358,1.020575031,0.942487374,1.167251877,1.121283526,0.716016007,1.11588875,1.084941366,1.235681495,0.942970386,1.361446298,1.207175252,1.178249938,1.010239192,1.154574245,1.117820828,1.273402222
1989,0.981659017,1.315044611,0.776265,0.814676961,0.923877167,0.821894184,0.694191932,0.834872905,0.84726445,0.922689607,0.636161658,0.812352851,0.875627064,0.911972868,0.920425535,0.776079956,0.82878817,1.032183425
1990,1.216375442,1.347224623,1.005602982,0.82775426,1.096516804,0.852377785,0.8368341,0.929568183,0.959664957,1.341877573,0.860397263,1.171871679,0.828593187,0.86918446,0.89301487,0.998266094,1.147841012,1.671555588
1991,1.424666677,1.464453443,0.995639426,1.31242273,1.021499705,0.738061528,0.883072335,0.797922071,1.145099809,1.33512575,0.938916169,1.054317156,1.527239541,0.995747873,0.8725852,1.265517261,1.008426873,1.624557932
1992,1.228711482,1.252869298,1.16119501,1.001744476,0.88201633,0.621602439,0.761012984,0.713509636,0.806557306,0.769215118,0.84949175,0.990269367,0.948208597,0.634044236,0.673304987,0.787721996,1.180745277,1.167906304
1993,1.188352837,1.035440049,0.696967929,1.32725421,0.743476292,0.519621662,0.646108633,0.416546992,0.980591198,0.683060254,0.63337767,0.911932146,0.405191281,0.705616571,0.604222303,0.548529067,0.907344532,1.010508199
1994,1.55727513,1.174176764,1.001879916,1.774960872,1.021457812,0.71889906,0.822698328,0.724309496,1.267925948,1.010356746,1.087972622,1.291194069,0.53392007,1.079734503,0.762246776,0.900940318,1.042680307,1.202211313
1995,1.135968759,1.126520657,1.085883709,1.078991289,1.085003481,0.806287262,1.059770141,0.761349558,1.017864681,0.557705254,1.04527394,0.872363089,0.651200161,0.876538745,0.713161125,0.82511973,0.92973261,0.835428911
1996,1.188145129,1.471469704,1.299881401,1.312034435,1.386587539,0.923292562,1.16690446,0.880548237,1.261306389,0.909752011,1.175363605,1.225874948,1.02686585,1.259096792,0.980715324,1.437011249,1.323125385,1.220089822
1997,1.002288632,1.227348368,1.235251151,1.154704318,1.1722831,0.96320833,1.036499595,0.724834301,1.158416335,0.881518249,0.923589228,0.98253379,1.083991198,1.024738548,0.938125492,1.127114425,1.315573473,1.094807681
1998,1.375375576,1.545582129,1.416902154,1.634757193,1.677604525,1.383914421,1.461004653,1.056418965,1.609295547,1.280483124,1.174677527,1.468886358,1.961961614,1.754955051,1.136115835,1.608858682,2.2526414,1.50999523
1999,1.050999352,1.15319891,0.945101835,1.11992625,1.468659341,0.960742851,1.285252816,1.13821616,1.189637092,1.097182612,0.834010806,0.903358936,1.19837823,1.243664254,0.776216724,1.178546786,1.21927879,0.938393653
2000,0.759401749,0.966091203,0.77552665,0.908575858,1.334707523,0.894384123,1.032431829,0.792542153,0.908595017,1.352318928,0.589673842,0.816808701,1.121143203,0.928909665,0.868874816,0.729257475,1.265000572,0.666628779
2001,0.556601656,0.708994189,0.515368335,0.645262201,0.640952586,0.391384232,0.582635733,0.384839905,0.628115323,0.605136784,0.412559408,0.397936374,0.765720849,0.651623194,0.550156785,0.641737065,0.590242371,0.581116081
2002,0.612428253,0.854949947,0.942549567,0.784097513,0.947766921,0.590974598,0.887566534,0.948403369,0.856772635,0.967542175,0.692908285,0.626802345,0.861622857,0.64774806,0.717991362,0.831970107,0.885481029,0.486554721
2003,0.922624169,0.86685659,1.033109193,1.09002111,1.320182923,0.858042099,0.965500584,1.132565429,1.083620343,0.884431113,0.73722188,0.751227626,1.464813095,1.086581145,1.023540387,0.948991297,0.874986716,0.755081846
2004,0.688716941,1.059047523,1.220767258,0.751649689,1.053870698,0.846822444,1.290827999,1.062423498,0.870665762,0.914561784,0.903076201,0.614789154,1.392465706,1.061730659,0.945553838,0.805895821,1.048372138,0.6460377
2005,0.847913447,1.070702688,0.942640062,1.090963288,1.112830153,0.829000835,1.312853027,0.923894949,1.151829814,0.807673775,1.130456186,0.568122967,1.024805666,0.960392375,1.12705908,0.89270332,0.948815386,1.017470361
2006,1.013196069,1.276952861,1.027007689,1.072541554,1.164054842,0.788339774,1.120470064,1.017975653,1.064223902,1.136737778,1.009618591,0.677154083,1.478693663,0.969163193,1.120103445,1.235950576,0.997829057,1.222641736
2007,0.580485033,0.843215022,0.71977876,0.594542413,0.886441671,0.633316452,0.977213502,0.698798048,0.765452502,0.826836972,0.663124215,0.336024864,0.962717311,0.759977141,0.812180212,0.84830256,0.671818477,0.631429052
2008,0.696287996,0.916485238,0.691826174,0.700629957,0.913088571,0.718851497,1.047956128,0.847891074,0.888648576,0.70994506,0.733542575,0.536505846,1.247144094,0.897414793,0.776270947,0.87993353,0.857388329,0.790823949
2009,0.664629218,0.627164364,0.586892303,0.656084227,0.741936045,0.592264965,0.882797138,0.523951744,0.795133845,0.597669825,0.556984184,0.564252776,0.802431727,0.761002237,0.766269378,0.714240473,0.565801133,0.744340427
2010,0.928878364,1.047114435,1.478156914,0.946394956,1.112812528,1.473378617,1.082687984,1.001364078,1.011824253,0.922145255,1.03298582,0.464567465,1.723412525,0.984636228,1.314159962,1.151024733,1.018848448,1.176721431
2011,1.209172756,1.026258489,1.29385954,1.187341493,0.607642968,1.200228697,1.276968755,0.96794335,1.000947169,1.245060827,1.275806744,0.447148446,1.448122537,1.277445212,1.31059581,1.514817273,1.207577739,1.355513339
2012,1.071096548,0.620208456,0.803020763,1.015877092,0.457564185,0.64842705,0.921736423,0.5612659,0.526208253,0.760362866,1.122371395,0.996238668,0.557116427,0.672577474,1.170842523,1.212649372,0.839401864,0.722099019
2013,0.995602345,0.435400885,0.658020399,1.012956253,0.357883179,0.787521756,0.725466106,0.638321994,0.601832954,0.714904286,1.040640175,0.499427344,0.166607434,0.804484781,1.151412624,1.37636638,0.64408807,0.807809532
2014,1.08880607,0.451368522,1.32676189,1.291144765,0.750137283,1.128729565,0.852401023,1.827021365,0.842365067,0.843334636,0.929009084,0.251362386,0.416284487,1.211805736,0.981851827,1.489199741,0.802434786,1.064163505
